date,store_id,item_id,units_sold
2023-07-16,STORE3,MED009,12
2023-07-16,STORE3,MED010,13
2023-07-16,STORE3,MED011,10
2023-07-16,STORE3,MED012,12
2023-07-16,STORE3,MED013,10
2023-07-16,STORE3,MED014,4
2023-07-16,STORE3,MED015,14
2023-07-16,STORE3,MED016,9
2023-07-16,STORE3,MED017,16
2023-07-16,STORE3,MED018,11
2023-07-16,STORE3,MED019,11
2023-07-16,STORE3,MED020,17
2023-07-16,STORE4,MED001,6
2023-07-16,STORE4,MED002,10
2023-07-16,STORE4,MED003,13
2023-07-16,STORE4,MED004,12
2023-07-16,STORE4,MED005,11
2023-07-16,STORE4,MED006,12
2023-07-16,STORE4,MED007,16
2023-07-16,STORE4,MED008,7
2023-07-16,STORE4,MED009,13
2023-07-16,STORE4,MED010,15
2023-07-16,STORE4,MED011,12
2023-07-16,STORE4,MED012,9
2023-07-16,STORE4,MED013,12
2023-07-16,STORE4,MED014,11
2023-07-16,STORE4,MED015,9
2023-07-16,STORE4,MED016,9
2023-07-16,STORE4,MED017,16
2023-07-16,STORE4,MED018,15
2023-07-16,STORE4,MED019,13
2023-07-16,STORE4,MED020,13
2023-07-16,STORE5,MED001,10
2023-07-16,STORE5,MED002,12
2023-07-16,STORE5,MED003,10
2023-07-16,STORE5,MED004,10
2023-07-16,STORE5,MED005,10
2023-07-16,STORE5,MED006,13
2023-07-16,STORE5,MED007,13
2023-07-16,STORE5,MED008,4
2023-07-16,STORE5,MED009,10
2023-07-16,STORE5,MED010,12
2023-07-16,STORE5,MED011,14
2023-07-16,STORE5,MED012,9
2023-07-16,STORE5,MED013,10
2023-07-16,STORE5,MED014,8
2023-07-16,STORE5,MED015,12
2023-07-16,STORE5,MED016,5
2023-07-16,STORE5,MED017,15
2023-07-16,STORE5,MED018,13
2023-07-16,STORE5,MED019,11
2023-07-16,STORE5,MED020,15
2023-07-17,STORE1,MED001,15
2023-07-17,STORE1,MED002,18
2023-07-17,STORE1,MED003,12
2023-07-17,STORE1,MED004,18
2023-07-17,STORE1,MED005,14
2023-07-17,STORE1,MED006,20
2023-07-17,STORE1,MED007,22
2023-07-17,STORE1,MED008,13
2023-07-17,STORE1,MED009,16
2023-07-17,STORE1,MED010,11
2023-07-17,STORE1,MED011,16
2023-07-17,STORE1,MED012,10
2023-07-17,STORE1,MED013,12
2023-07-17,STORE1,MED014,14
2023-07-17,STORE1,MED015,23
2023-07-17,STORE1,MED016,18
2023-07-17,STORE1,MED017,14
2023-07-17,STORE1,MED018,16
2023-07-17,STORE1,MED019,14
2023-07-17,STORE1,MED020,16
2023-07-17,STORE2,MED001,23
2023-07-17,STORE2,MED002,15
2023-07-17,STORE2,MED003,15
2023-07-17,STORE2,MED004,15
2023-07-17,STORE2,MED005,12
2023-07-17,STORE2,MED006,17
2023-07-17,STORE2,MED007,16
2023-07-17,STORE2,MED008,12
2023-07-17,STORE2,MED009,13
2023-07-17,STORE2,MED010,8
2023-07-17,STORE2,MED011,12
2023-07-17,STORE2,MED012,18
2023-07-17,STORE2,MED013,23
2023-07-17,STORE2,MED014,14
2023-07-17,STORE2,MED015,13
2023-07-17,STORE2,MED016,7
2023-07-17,STORE2,MED017,4
2023-07-17,STORE2,MED018,21
2023-07-17,STORE2,MED019,12
2023-07-17,STORE2,MED020,12
2023-07-17,STORE3,MED001,11
2023-07-17,STORE3,MED002,19
2023-07-17,STORE3,MED003,12
2023-07-17,STORE3,MED004,23
2023-07-17,STORE3,MED005,18
2023-07-17,STORE3,MED006,17
2023-07-17,STORE3,MED007,10
2023-07-17,STORE3,MED008,11
2023-07-17,STORE3,MED009,10
2023-07-17,STORE3,MED010,23
2023-07-17,STORE3,MED011,17
2023-07-17,STORE3,MED012,15
2023-07-17,STORE3,MED013,17
2023-07-17,STORE3,MED014,21
2023-07-17,STORE3,MED015,18
2023-07-17,STORE3,MED016,11
2023-07-17,STORE3,MED017,14
2023-07-17,STORE3,MED018,6
2023-07-17,STORE3,MED019,19
2023-07-17,STORE3,MED020,8
2023-07-17,STORE4,MED001,11
2023-07-17,STORE4,MED002,7
2023-07-17,STORE4,MED003,9
2023-07-17,STORE4,MED004,6
2023-07-17,STORE4,MED005,13
2023-07-17,STORE4,MED006,19
2023-07-17,STORE4,MED007,17
2023-07-17,STORE4,MED008,19
2023-07-17,STORE4,MED009,16
2023-07-17,STORE4,MED010,9
2023-07-17,STORE4,MED011,16
2023-07-17,STORE4,MED012,16
2023-07-17,STORE4,MED013,11
2023-07-17,STORE4,MED014,15
2023-07-17,STORE4,MED015,23
2023-07-17,STORE4,MED016,15
2023-07-17,STORE4,MED017,10
2023-07-17,STORE4,MED018,19
2023-07-17,STORE4,MED019,25
2023-07-17,STORE4,MED020,12
2023-07-17,STORE5,MED001,19
2023-07-17,STORE5,MED002,19
2023-07-17,STORE5,MED003,15
2023-07-17,STORE5,MED004,11
2023-07-17,STORE5,MED005,19
2023-07-17,STORE5,MED006,18
2023-07-17,STORE5,MED007,15
2023-07-17,STORE5,MED008,19
2023-07-17,STORE5,MED009,12
2023-07-17,STORE5,MED010,17
2023-07-17,STORE5,MED011,14
2023-07-17,STORE5,MED012,18
2023-07-17,STORE5,MED013,13
2023-07-17,STORE5,MED014,13
2023-07-17,STORE5,MED015,12
2023-07-17,STORE5,MED016,10
2023-07-17,STORE5,MED017,21
2023-07-17,STORE5,MED018,11
2023-07-17,STORE5,MED019,13
2023-07-17,STORE5,MED020,4
2023-07-18,STORE1,MED001,18
2023-07-18,STORE1,MED002,14
2023-07-18,STORE1,MED003,18
2023-07-18,STORE1,MED004,12
2023-07-18,STORE1,MED005,14
2023-07-18,STORE1,MED006,5
2023-07-18,STORE1,MED007,17
2023-07-18,STORE1,MED008,16
2023-07-18,STORE1,MED009,14
2023-07-18,STORE1,MED010,21
2023-07-18,STORE1,MED011,23
2023-07-18,STORE1,MED012,16
2023-07-18,STORE1,MED013,10
2023-07-18,STORE1,MED014,4
2023-07-18,STORE1,MED015,13
2023-07-18,STORE1,MED016,15
2023-07-18,STORE1,MED017,12
2023-07-18,STORE1,MED018,15
2023-07-18,STORE1,MED019,17
2023-07-18,STORE1,MED020,11
2023-07-18,STORE2,MED001,18
2023-07-18,STORE2,MED002,18
2023-07-18,STORE2,MED003,20
2023-07-18,STORE2,MED004,15
2023-07-18,STORE2,MED005,13
2023-07-18,STORE2,MED006,29
2023-07-18,STORE2,MED007,16
2023-07-18,STORE2,MED008,14
2023-07-18,STORE2,MED009,8
2023-07-18,STORE2,MED010,10
2023-07-18,STORE2,MED011,13
2023-07-18,STORE2,MED012,9
2023-07-18,STORE2,MED013,17
2023-07-18,STORE2,MED014,14
2023-07-18,STORE2,MED015,10
2023-07-18,STORE2,MED016,17
2023-07-18,STORE2,MED017,18
2023-07-18,STORE2,MED018,16
2023-07-18,STORE2,MED019,16
2023-07-18,STORE2,MED020,22
2023-07-18,STORE3,MED001,8
2023-07-18,STORE3,MED002,17
2023-07-18,STORE3,MED003,16
2023-07-18,STORE3,MED004,19
2023-07-18,STORE3,MED005,19
2023-07-18,STORE3,MED006,17
2023-07-18,STORE3,MED007,15
2023-07-18,STORE3,MED008,22
2023-07-18,STORE3,MED009,19
2023-07-18,STORE3,MED010,17
2023-07-18,STORE3,MED011,16
2023-07-18,STORE3,MED012,14
2023-07-18,STORE3,MED013,15
2023-07-18,STORE3,MED014,14
2023-07-18,STORE3,MED015,13
2023-07-18,STORE3,MED016,18
2023-07-18,STORE3,MED017,15
2023-07-18,STORE3,MED018,10
2023-07-18,STORE3,MED019,16
2023-07-18,STORE3,MED020,10
2023-07-18,STORE4,MED001,8
2023-07-18,STORE4,MED002,20
2023-07-18,STORE4,MED003,10
2023-07-18,STORE4,MED004,11
2023-07-18,STORE4,MED005,21
2023-07-18,STORE4,MED006,14
2023-07-18,STORE4,MED007,18
2023-07-18,STORE4,MED008,22
2023-07-18,STORE4,MED009,8
2023-07-18,STORE4,MED010,9
2023-07-18,STORE4,MED011,10
2023-07-18,STORE4,MED012,12
2023-07-18,STORE4,MED013,8
2023-07-18,STORE4,MED014,18
2023-07-18,STORE4,MED015,9
2023-07-18,STORE4,MED016,4
2023-07-18,STORE4,MED017,19
2023-07-18,STORE4,MED018,16
2023-07-18,STORE4,MED019,18
2023-07-18,STORE4,MED020,19
2023-07-18,STORE5,MED001,14
2023-07-18,STORE5,MED002,14
2023-07-18,STORE5,MED003,22
2023-07-18,STORE5,MED004,13
2023-07-18,STORE5,MED005,19
2023-07-18,STORE5,MED006,15
2023-07-18,STORE5,MED007,12
2023-07-18,STORE5,MED008,18
2023-07-18,STORE5,MED009,16
2023-07-18,STORE5,MED010,25
2023-07-18,STORE5,MED011,11
2023-07-18,STORE5,MED012,7
2023-07-18,STORE5,MED013,10
2023-07-18,STORE5,MED014,16
2023-07-18,STORE5,MED015,13
2023-07-18,STORE5,MED016,23
2023-07-18,STORE5,MED017,14
2023-07-18,STORE5,MED018,16
2023-07-18,STORE5,MED019,14
2023-07-18,STORE5,MED020,9
2023-07-19,STORE1,MED001,9
2023-07-19,STORE1,MED002,12
2023-07-19,STORE1,MED003,9
2023-07-19,STORE1,MED004,14
2023-07-19,STORE1,MED005,11
2023-07-19,STORE1,MED006,15
2023-07-19,STORE1,MED007,13
2023-07-19,STORE1,MED008,17
2023-07-19,STORE1,MED009,21
2023-07-19,STORE1,MED010,25
2023-07-19,STORE1,MED011,12
2023-07-19,STORE1,MED012,9
2023-07-19,STORE1,MED013,7
2023-07-19,STORE1,MED014,18
2023-07-19,STORE1,MED015,14
2023-07-19,STORE1,MED016,11
2023-07-19,STORE1,MED017,21
2023-07-19,STORE1,MED018,12
2023-07-19,STORE1,MED019,11
2023-07-19,STORE1,MED020,10
2023-07-19,STORE2,MED001,23
2023-07-19,STORE2,MED002,13
2023-07-19,STORE2,MED003,14
2023-07-19,STORE2,MED004,9
2023-07-19,STORE2,MED005,18
2023-07-19,STORE2,MED006,24
2023-07-19,STORE2,MED007,18
2023-07-19,STORE2,MED008,17
2023-07-19,STORE2,MED009,20
2023-07-19,STORE2,MED010,17
2023-07-19,STORE2,MED011,14
2023-07-19,STORE2,MED012,19
2023-07-19,STORE2,MED013,14
2023-07-19,STORE2,MED014,17
2023-07-19,STORE2,MED015,15
2023-07-19,STORE2,MED016,14
2023-07-19,STORE2,MED017,15
2023-07-19,STORE2,MED018,16
2023-07-19,STORE2,MED019,3
2023-07-19,STORE2,MED020,13
2023-07-19,STORE3,MED001,19
2023-07-19,STORE3,MED002,20
2023-07-19,STORE3,MED003,16
2023-07-19,STORE3,MED004,11
2023-07-19,STORE3,MED005,16
2023-07-19,STORE3,MED006,20
2023-07-19,STORE3,MED007,6
2023-07-19,STORE3,MED008,25
2023-07-19,STORE3,MED009,9
2023-07-19,STORE3,MED010,17
2023-07-19,STORE3,MED011,13
2023-07-19,STORE3,MED012,10
2023-07-19,STORE3,MED013,8
2023-07-19,STORE3,MED014,23
2023-07-19,STORE3,MED015,13
2023-07-19,STORE3,MED016,11
2023-07-19,STORE3,MED017,17
2023-07-19,STORE3,MED018,12
2023-07-19,STORE3,MED019,8
2023-07-19,STORE3,MED020,21
2023-07-19,STORE4,MED001,15
2023-07-19,STORE4,MED002,26
2023-07-19,STORE4,MED003,15
2023-07-19,STORE4,MED004,8
2023-07-19,STORE4,MED005,13
2023-07-19,STORE4,MED006,17
2023-07-19,STORE4,MED007,19
2023-07-19,STORE4,MED008,15
2023-07-19,STORE4,MED009,12
2023-07-19,STORE4,MED010,9
2023-07-19,STORE4,MED011,9
2023-07-19,STORE4,MED012,16
2023-07-19,STORE4,MED013,14
2023-07-19,STORE4,MED014,10
2023-07-19,STORE4,MED015,19
2023-07-19,STORE4,MED016,10
2023-07-19,STORE4,MED017,16
2023-07-19,STORE4,MED018,17
2023-07-19,STORE4,MED019,16
2023-07-19,STORE4,MED020,12
2023-07-19,STORE5,MED001,15
2023-07-19,STORE5,MED002,15
2023-07-19,STORE5,MED003,13
2023-07-19,STORE5,MED004,15
2023-07-19,STORE5,MED005,17
2023-07-19,STORE5,MED006,13
2023-07-19,STORE5,MED007,6
2023-07-19,STORE5,MED008,11
2023-07-19,STORE5,MED009,17
2023-07-19,STORE5,MED010,19
2023-07-19,STORE5,MED011,18
2023-07-19,STORE5,MED012,15
2023-07-19,STORE5,MED013,11
2023-07-19,STORE5,MED014,10
2023-07-19,STORE5,MED015,13
2023-07-19,STORE5,MED016,15
2023-07-19,STORE5,MED017,16
2023-07-19,STORE5,MED018,13
2023-07-19,STORE5,MED019,11
2023-07-19,STORE5,MED020,20
2023-07-20,STORE1,MED001,9
2023-07-20,STORE1,MED002,14
2023-07-20,STORE1,MED003,8
2023-07-20,STORE1,MED004,8
2023-07-20,STORE1,MED005,11
2023-07-20,STORE1,MED006,29
2023-07-20,STORE1,MED007,17
2023-07-20,STORE1,MED008,18
2023-07-20,STORE1,MED009,19
2023-07-20,STORE1,MED010,17
2023-07-20,STORE1,MED011,20
2023-07-20,STORE1,MED012,6
2023-07-20,STORE1,MED013,13
2023-07-20,STORE1,MED014,17
2023-07-20,STORE1,MED015,16
2023-07-20,STORE1,MED016,14
2023-07-20,STORE1,MED017,18
2023-07-20,STORE1,MED018,10
2023-07-20,STORE1,MED019,10
2023-07-20,STORE1,MED020,16
2023-07-20,STORE2,MED001,17
2023-07-20,STORE2,MED002,18
2023-07-20,STORE2,MED003,11
2023-07-20,STORE2,MED004,22
2023-07-20,STORE2,MED005,8
2023-07-20,STORE2,MED006,11
2023-07-20,STORE2,MED007,18
2023-07-20,STORE2,MED008,10
2023-07-20,STORE2,MED009,10
2023-07-20,STORE2,MED010,16
2023-07-20,STORE2,MED011,23
2023-07-20,STORE2,MED012,16
2023-07-20,STORE2,MED013,12
2023-07-20,STORE2,MED014,11
2023-07-20,STORE2,MED015,17
2023-07-20,STORE2,MED016,14
2023-07-20,STORE2,MED017,13
2023-07-20,STORE2,MED018,14
2023-07-20,STORE2,MED019,11
2023-07-20,STORE2,MED020,14
2023-07-20,STORE3,MED001,12
2023-07-20,STORE3,MED002,21
2023-07-20,STORE3,MED003,23
2023-07-20,STORE3,MED004,14
2023-07-20,STORE3,MED005,12
2023-07-20,STORE3,MED006,10
2023-07-20,STORE3,MED007,12
2023-07-20,STORE3,MED008,25
2023-07-20,STORE3,MED009,8
2023-07-20,STORE3,MED010,18
2023-07-20,STORE3,MED011,13
2023-07-20,STORE3,MED012,11
2023-07-20,STORE3,MED013,20
2023-07-20,STORE3,MED014,12
2023-07-20,STORE3,MED015,19
2023-07-20,STORE3,MED016,13
2023-07-20,STORE3,MED017,5
2023-07-20,STORE3,MED018,9
2023-07-20,STORE3,MED019,22
2023-07-20,STORE3,MED020,13
2023-07-20,STORE4,MED001,10
2023-07-20,STORE4,MED002,17
2023-07-20,STORE4,MED003,19
2023-07-20,STORE4,MED004,8
2023-07-20,STORE4,MED005,13
2023-07-20,STORE4,MED006,16
2023-07-20,STORE4,MED007,13
2023-07-20,STORE4,MED008,26
2023-07-20,STORE4,MED009,11
2023-07-20,STORE4,MED010,13
2023-07-20,STORE4,MED011,3
2023-07-20,STORE4,MED012,20
2023-07-20,STORE4,MED013,25
2023-07-20,STORE4,MED014,13
2023-07-20,STORE4,MED015,14
2023-07-20,STORE4,MED016,13
2023-07-20,STORE4,MED017,10
2023-07-20,STORE4,MED018,15
2023-07-20,STORE4,MED019,14
2023-07-20,STORE4,MED020,22
2023-07-20,STORE5,MED001,17
2023-07-20,STORE5,MED002,15
2023-07-20,STORE5,MED003,15
2023-07-20,STORE5,MED004,13
2023-07-20,STORE5,MED005,20
2023-07-20,STORE5,MED006,12
2023-07-20,STORE5,MED007,16
2023-07-20,STORE5,MED008,11
2023-07-20,STORE5,MED009,14
2023-07-20,STORE5,MED010,18
2023-07-20,STORE5,MED011,21
2023-07-20,STORE5,MED012,12
2023-07-20,STORE5,MED013,23
2023-07-20,STORE5,MED014,15
2023-07-20,STORE5,MED015,19
2023-07-20,STORE5,MED016,19
2023-07-20,STORE5,MED017,13
2023-07-20,STORE5,MED018,14
2023-07-20,STORE5,MED019,16
2023-07-20,STORE5,MED020,11
2023-07-21,STORE1,MED001,24
2023-07-21,STORE1,MED002,12
2023-07-21,STORE1,MED003,15
2023-07-21,STORE1,MED004,14
2023-07-21,STORE1,MED005,19
2023-07-21,STORE1,MED006,10
2023-07-21,STORE1,MED007,16
2023-07-21,STORE1,MED008,17
2023-07-21,STORE1,MED009,13
2023-07-21,STORE1,MED010,20
2023-07-21,STORE1,MED011,10
2023-07-21,STORE1,MED012,17
2023-07-21,STORE1,MED013,15
2023-07-21,STORE1,MED014,13
2023-07-21,STORE1,MED015,13
2023-07-21,STORE1,MED016,10
2023-07-21,STORE1,MED017,10
2023-07-21,STORE1,MED018,9
2023-07-21,STORE1,MED019,14
2023-07-21,STORE1,MED020,11
2023-07-21,STORE2,MED001,12
2023-07-21,STORE2,MED002,13
2023-07-21,STORE2,MED003,13
2023-07-21,STORE2,MED004,14
2023-07-21,STORE2,MED005,8
2023-07-21,STORE2,MED006,15
2023-07-21,STORE2,MED007,16
2023-07-21,STORE2,MED008,7
2023-07-21,STORE2,MED009,12
2023-07-21,STORE2,MED010,8
2023-07-21,STORE2,MED011,14
2023-07-21,STORE2,MED012,23
2023-07-21,STORE2,MED013,23
2023-07-21,STORE2,MED014,19
2023-07-21,STORE2,MED015,17
2023-07-21,STORE2,MED016,21
2023-07-21,STORE2,MED017,12
2023-07-21,STORE2,MED018,15
2023-07-21,STORE2,MED019,22
2023-07-21,STORE2,MED020,7
2023-07-21,STORE3,MED001,7
2023-07-21,STORE3,MED002,12
2023-07-21,STORE3,MED003,16
2023-07-21,STORE3,MED004,7
2023-07-21,STORE3,MED005,13
2023-07-21,STORE3,MED006,15
2023-07-21,STORE3,MED007,17
2023-07-21,STORE3,MED008,16
2023-07-21,STORE3,MED009,17
2023-07-21,STORE3,MED010,19
2023-07-21,STORE3,MED011,17
2023-07-21,STORE3,MED012,8
2023-07-21,STORE3,MED013,9
2023-07-21,STORE3,MED014,15
2023-07-21,STORE3,MED015,13
2023-07-21,STORE3,MED016,12
2023-07-21,STORE3,MED017,20
2023-07-21,STORE3,MED018,13
2023-07-21,STORE3,MED019,23
2023-07-21,STORE3,MED020,20
2023-07-21,STORE4,MED001,10
2023-07-21,STORE4,MED002,19
2023-07-21,STORE4,MED003,20
2023-07-21,STORE4,MED004,9
2023-07-21,STORE4,MED005,13
2023-07-21,STORE4,MED006,11
2023-07-21,STORE4,MED007,10
2023-07-21,STORE4,MED008,11
2023-07-21,STORE4,MED009,7
2023-07-21,STORE4,MED010,18
2023-07-21,STORE4,MED011,16
2023-07-21,STORE4,MED012,12
2023-07-21,STORE4,MED013,9
2023-07-21,STORE4,MED014,4
2023-07-21,STORE4,MED015,14
2023-07-21,STORE4,MED016,18
2023-07-21,STORE4,MED017,19
2023-07-21,STORE4,MED018,14
2023-07-21,STORE4,MED019,7
2023-07-21,STORE4,MED020,12
2023-07-21,STORE5,MED001,13
2023-07-21,STORE5,MED002,16
2023-07-21,STORE5,MED003,11
2023-07-21,STORE5,MED004,15
2023-07-21,STORE5,MED005,13
2023-07-21,STORE5,MED006,16
2023-07-21,STORE5,MED007,9
2023-07-21,STORE5,MED008,16
2023-07-21,STORE5,MED009,12
2023-07-21,STORE5,MED010,15
2023-07-21,STORE5,MED011,8
2023-07-21,STORE5,MED012,12
2023-07-21,STORE5,MED013,21
2023-07-21,STORE5,MED014,12
2023-07-21,STORE5,MED015,16
2023-07-21,STORE5,MED016,12
2023-07-21,STORE5,MED017,14
2023-07-21,STORE5,MED018,13
2023-07-21,STORE5,MED019,18
2023-07-21,STORE5,MED020,18
2023-07-22,STORE1,MED001,6
2023-07-22,STORE1,MED002,11
2023-07-22,STORE1,MED003,11
2023-07-22,STORE1,MED004,9
2023-07-22,STORE1,MED005,9
2023-07-22,STORE1,MED006,10
2023-07-22,STORE1,MED007,14
2023-07-22,STORE1,MED008,13
2023-07-22,STORE1,MED009,10
2023-07-22,STORE1,MED010,8
2023-07-22,STORE1,MED011,8
2023-07-22,STORE1,MED012,7
2023-07-22,STORE1,MED013,10
2023-07-22,STORE1,MED014,8
2023-07-22,STORE1,MED015,5
2023-07-22,STORE1,MED016,10
2023-07-22,STORE1,MED017,14
2023-07-22,STORE1,MED018,12
2023-07-22,STORE1,MED019,11
2023-07-22,STORE1,MED020,12
2023-07-22,STORE2,MED001,12
2023-07-22,STORE2,MED002,16
2023-07-22,STORE2,MED003,17
2023-07-22,STORE2,MED004,9
2023-07-22,STORE2,MED005,8
2023-07-22,STORE2,MED006,11
2023-07-22,STORE2,MED007,12
2023-07-22,STORE2,MED008,13
2023-07-22,STORE2,MED009,14
2023-07-22,STORE2,MED010,10
2023-07-22,STORE2,MED011,5
2023-07-22,STORE2,MED012,6
2023-07-22,STORE2,MED013,9
2023-07-22,STORE2,MED014,10
2023-07-22,STORE2,MED015,5
2023-07-22,STORE2,MED016,14
2023-07-22,STORE2,MED017,11
2023-07-22,STORE2,MED018,9
2023-07-22,STORE2,MED019,10
2023-07-22,STORE2,MED020,9
2023-07-22,STORE3,MED001,6
2023-07-22,STORE3,MED002,6
2023-07-22,STORE3,MED003,11
2023-07-22,STORE3,MED004,5
2023-07-22,STORE3,MED005,13
2023-07-22,STORE3,MED006,8
2023-07-22,STORE3,MED007,16
2023-07-22,STORE3,MED008,17
2023-07-22,STORE3,MED009,18
2023-07-22,STORE3,MED010,4
2023-07-22,STORE3,MED011,13
2023-07-22,STORE3,MED012,10
2023-07-22,STORE3,MED013,6
2023-07-22,STORE3,MED014,9
2023-07-22,STORE3,MED015,5
2023-07-22,STORE3,MED016,8
2023-07-22,STORE3,MED017,17
2023-07-22,STORE3,MED018,14
2023-07-22,STORE3,MED019,9
2023-07-22,STORE3,MED020,11
2023-07-22,STORE4,MED001,8
2023-07-22,STORE4,MED002,14
2023-07-22,STORE4,MED003,13
2023-07-22,STORE4,MED004,19
2023-07-22,STORE4,MED005,11
2023-07-22,STORE4,MED006,8
2023-07-22,STORE4,MED007,11
2023-07-22,STORE4,MED008,13
2023-07-22,STORE4,MED009,8
2023-07-22,STORE4,MED010,10
2023-07-22,STORE4,MED011,10
2023-07-22,STORE4,MED012,5
2023-07-22,STORE4,MED013,18
2023-07-22,STORE4,MED014,8
2023-07-22,STORE4,MED015,12
2023-07-22,STORE4,MED016,9
2023-07-22,STORE4,MED017,10
2023-07-22,STORE4,MED018,11
2023-07-22,STORE4,MED019,24
2023-07-22,STORE4,MED020,15
2023-07-22,STORE5,MED001,13
2023-07-22,STORE5,MED002,11
2023-07-22,STORE5,MED003,6
2023-07-22,STORE5,MED004,10
2023-07-22,STORE5,MED005,8
2023-07-22,STORE5,MED006,13
2023-07-22,STORE5,MED007,9
2023-07-22,STORE5,MED008,13
2023-07-22,STORE5,MED009,9
2023-07-22,STORE5,MED010,9
2023-07-22,STORE5,MED011,15
2023-07-22,STORE5,MED012,14
2023-07-22,STORE5,MED013,9
2023-07-22,STORE5,MED014,12
2023-07-22,STORE5,MED015,10
2023-07-22,STORE5,MED016,14
2023-07-22,STORE5,MED017,8
2023-07-22,STORE5,MED018,14
2023-07-22,STORE5,MED019,10
2023-07-22,STORE5,MED020,14
2023-07-23,STORE1,MED001,10
2023-07-23,STORE1,MED002,10
2023-07-23,STORE1,MED003,15
2023-07-23,STORE1,MED004,8
2023-07-23,STORE1,MED005,11
2023-07-23,STORE1,MED006,20
2023-07-23,STORE1,MED007,11
2023-07-23,STORE1,MED008,8
2023-07-23,STORE1,MED009,13
2023-07-23,STORE1,MED010,6
2023-07-23,STORE1,MED011,12
2023-07-23,STORE1,MED012,12
2023-07-23,STORE1,MED013,9
2023-07-23,STORE1,MED014,11
2023-07-23,STORE1,MED015,1
2023-07-23,STORE1,MED016,8
2023-07-23,STORE1,MED017,12
2023-07-23,STORE1,MED018,19
2023-07-23,STORE1,MED019,9
2023-07-23,STORE1,MED020,20
2023-07-23,STORE2,MED001,10
2023-07-23,STORE2,MED002,7
2023-07-23,STORE2,MED003,11
2023-07-23,STORE2,MED004,11
2023-07-23,STORE2,MED005,9
2023-07-23,STORE2,MED006,21
2023-07-23,STORE2,MED007,12
2023-07-23,STORE2,MED008,10
2023-07-23,STORE2,MED009,11
2023-07-23,STORE2,MED010,8
2023-07-23,STORE2,MED011,8
2023-07-23,STORE2,MED012,5
2023-07-23,STORE2,MED013,17
2023-07-23,STORE2,MED014,12
2023-07-23,STORE2,MED015,14
2023-07-23,STORE2,MED016,12
2023-07-23,STORE2,MED017,14
2023-07-23,STORE2,MED018,11
2023-07-23,STORE2,MED019,11
2023-07-23,STORE2,MED020,13
2023-07-23,STORE3,MED001,10
2023-07-23,STORE3,MED002,14
2023-07-23,STORE3,MED003,15
2023-07-23,STORE3,MED004,20
2023-07-23,STORE3,MED005,14
2023-07-23,STORE3,MED006,10
2023-07-23,STORE3,MED007,11
2023-07-23,STORE3,MED008,10
2023-07-23,STORE3,MED009,12
2023-07-23,STORE3,MED010,12
2023-07-23,STORE3,MED011,9
2023-07-23,STORE3,MED012,10
2023-07-23,STORE3,MED013,5
2023-07-23,STORE3,MED014,6
2023-07-23,STORE3,MED015,13
2023-07-23,STORE3,MED016,14
2023-07-23,STORE3,MED017,16
2023-07-23,STORE3,MED018,11
2023-07-23,STORE3,MED019,14
2023-07-23,STORE3,MED020,15
2023-07-23,STORE4,MED001,10
2023-07-23,STORE4,MED002,12
2023-07-23,STORE4,MED003,17
2023-07-23,STORE4,MED004,7
2023-07-23,STORE4,MED005,12
2023-07-23,STORE4,MED006,10
2023-07-23,STORE4,MED007,10
2023-07-23,STORE4,MED008,11
2023-07-23,STORE4,MED009,13
2023-07-23,STORE4,MED010,7
2023-07-23,STORE4,MED011,8
2023-07-23,STORE4,MED012,13
2023-07-23,STORE4,MED013,14
2023-07-23,STORE4,MED014,11
2023-07-23,STORE4,MED015,14
2023-07-23,STORE4,MED016,14
2023-07-23,STORE4,MED017,20
2023-07-23,STORE4,MED018,13
2023-07-23,STORE4,MED019,9
2023-07-23,STORE4,MED020,6
2023-07-23,STORE5,MED001,9
2023-07-23,STORE5,MED002,7
2023-07-23,STORE5,MED003,17
2023-07-23,STORE5,MED004,11
2023-07-23,STORE5,MED005,10
2023-07-23,STORE5,MED006,14
2023-07-23,STORE5,MED007,14
2023-07-23,STORE5,MED008,16
2023-07-23,STORE5,MED009,9
2023-07-23,STORE5,MED010,13
2023-07-23,STORE5,MED011,14
2023-07-23,STORE5,MED012,7
2023-07-23,STORE5,MED013,16
2023-07-23,STORE5,MED014,2
2023-07-23,STORE5,MED015,9
2023-07-23,STORE5,MED016,7
2023-07-23,STORE5,MED017,12
2023-07-23,STORE5,MED018,14
2023-07-23,STORE5,MED019,13
2023-07-23,STORE5,MED020,16
2023-07-24,STORE1,MED001,15
2023-07-24,STORE1,MED002,10
2023-07-24,STORE1,MED003,11
2023-07-24,STORE1,MED004,20
2023-07-24,STORE1,MED005,12
2023-07-24,STORE1,MED006,17
2023-07-24,STORE1,MED007,15
2023-07-24,STORE1,MED008,16
2023-07-24,STORE1,MED009,16
2023-07-24,STORE1,MED010,5
2023-07-24,STORE1,MED011,14
2023-07-24,STORE1,MED012,13
2023-07-24,STORE1,MED013,11
2023-07-24,STORE1,MED014,19
2023-07-24,STORE1,MED015,16
2023-07-24,STORE1,MED016,7
2023-07-24,STORE1,MED017,12
2023-07-24,STORE1,MED018,10
2023-07-24,STORE1,MED019,12
2023-07-24,STORE1,MED020,9
2023-07-24,STORE2,MED001,15
2023-07-24,STORE2,MED002,11
2023-07-24,STORE2,MED003,8
2023-07-24,STORE2,MED004,12
