date,store_id,item_id,category,predicted_units
2025-01-01,STORE1,MED019,Painkillers,14.5
2025-01-02,STORE1,MED019,Painkillers,14.5
2025-01-03,STORE1,MED019,Painkillers,14.5
2025-01-04,STORE1,MED019,Painkillers,11.2
2025-01-05,STORE1,MED019,Painkillers,11.1
2025-01-06,STORE1,MED019,Painkillers,14.7
2025-01-07,STORE1,MED019,Painkillers,14.5
2025-01-08,STORE1,MED019,Painkillers,14.6
2025-01-09,STORE1,MED019,Painkillers,14.5
2025-01-10,STORE1,MED019,Painkillers,14.6
2025-01-11,STORE1,MED019,Painkillers,11.2
2025-01-12,STORE1,MED019,Painkillers,11.0
2025-01-13,STORE1,MED019,Painkillers,14.6
2025-01-14,STORE1,MED019,Painkillers,14.6
2025-01-15,STORE1,MED019,Painkillers,14.6
2025-01-16,STORE1,MED019,Painkillers,14.5
2025-01-17,STORE1,MED019,Painkillers,14.6
2025-01-18,STORE1,MED019,Painkillers,11.2
2025-01-19,STORE1,MED019,Painkillers,11.0
2025-01-20,STORE1,MED019,Painkillers,14.6
2025-01-21,STORE1,MED019,Painkillers,14.6
2025-01-22,STORE1,MED019,Painkillers,14.6
2025-01-23,STORE1,MED019,Painkillers,14.5
2025-01-24,STORE1,MED019,Painkillers,14.6
2025-01-25,STORE1,MED019,Painkillers,11.2
2025-01-26,STORE1,MED019,Painkillers,11.0
2025-01-27,STORE1,MED019,Painkillers,14.6
2025-01-28,STORE1,MED019,Painkillers,14.6
2025-01-29,STORE1,MED019,Painkillers,14.6
2025-01-30,STORE1,MED019,Painkillers,14.5
2025-01-01,STORE1,MED020,Diabetes,14.6
2025-01-02,STORE1,MED020,Diabetes,14.5
2025-01-03,STORE1,MED020,Diabetes,14.6
2025-01-04,STORE1,MED020,Diabetes,11.0
2025-01-05,STORE1,MED020,Diabetes,11.1
2025-01-06,STORE1,MED020,Diabetes,14.7
2025-01-07,STORE1,MED020,Diabetes,14.6
2025-01-08,STORE1,MED020,Diabetes,14.6
2025-01-09,STORE1,MED020,Diabetes,14.6
2025-01-10,STORE1,MED020,Diabetes,14.6
2025-01-11,STORE1,MED020,Diabetes,11.2
2025-01-12,STORE1,MED020,Diabetes,11.2
2025-01-13,STORE1,MED020,Diabetes,14.6
2025-01-14,STORE1,MED020,Diabetes,14.6
2025-01-15,STORE1,MED020,Diabetes,14.6
2025-01-16,STORE1,MED020,Diabetes,14.6
2025-01-17,STORE1,MED020,Diabetes,14.6
2025-01-18,STORE1,MED020,Diabetes,11.2
2025-01-19,STORE1,MED020,Diabetes,11.1
2025-01-20,STORE1,MED020,Diabetes,14.6
2025-01-21,STORE1,MED020,Diabetes,14.6
2025-01-22,STORE1,MED020,Diabetes,14.6
2025-01-23,STORE1,MED020,Diabetes,14.6
2025-01-24,STORE1,MED020,Diabetes,14.6
2025-01-25,STORE1,MED020,Diabetes,11.2
2025-01-26,STORE1,MED020,Diabetes,11.1
2025-01-27,STORE1,MED020,Diabetes,14.6
2025-01-28,STORE1,MED020,Diabetes,14.6
2025-01-29,STORE1,MED020,Diabetes,14.6
2025-01-30,STORE1,MED020,Diabetes,14.6
2025-01-01,STORE2,MED001,Diabetes,14.5
2025-01-02,STORE2,MED001,Diabetes,14.7
2025-01-03,STORE2,MED001,Diabetes,14.6
2025-01-04,STORE2,MED001,Diabetes,11.1
2025-01-05,STORE2,MED001,Diabetes,11.5
2025-01-06,STORE2,MED001,Diabetes,14.6
2025-01-07,STORE2,MED001,Diabetes,14.5
2025-01-08,STORE2,MED001,Diabetes,14.6
2025-01-09,STORE2,MED001,Diabetes,14.7
2025-01-10,STORE2,MED001,Diabetes,14.6
2025-01-11,STORE2,MED001,Diabetes,11.0
2025-01-12,STORE2,MED001,Diabetes,11.1
2025-01-13,STORE2,MED001,Diabetes,14.7
2025-01-14,STORE2,MED001,Diabetes,14.6
2025-01-15,STORE2,MED001,Diabetes,14.6
2025-01-16,STORE2,MED001,Diabetes,14.7
2025-01-17,STORE2,MED001,Diabetes,14.6
2025-01-18,STORE2,MED001,Diabetes,11.0
2025-01-19,STORE2,MED001,Diabetes,11.1
2025-01-20,STORE2,MED001,Diabetes,14.7
2025-01-21,STORE2,MED001,Diabetes,14.6
2025-01-22,STORE2,MED001,Diabetes,14.6
2025-01-23,STORE2,MED001,Diabetes,14.7
2025-01-24,STORE2,MED001,Diabetes,14.6
2025-01-25,STORE2,MED001,Diabetes,11.0
2025-01-26,STORE2,MED001,Diabetes,11.1
2025-01-27,STORE2,MED001,Diabetes,14.7
2025-01-28,STORE2,MED001,Diabetes,14.6
2025-01-29,STORE2,MED001,Diabetes,14.6
2025-01-30,STORE2,MED001,Diabetes,14.7
2025-01-01,STORE2,MED002,Cardiac,14.6
2025-01-02,STORE2,MED002,Cardiac,14.6
2025-01-03,STORE2,MED002,Cardiac,14.6
2025-01-04,STORE2,MED002,Cardiac,11.1
2025-01-05,STORE2,MED002,Cardiac,11.1
2025-01-06,STORE2,MED002,Cardiac,14.6
2025-01-07,STORE2,MED002,Cardiac,14.5
2025-01-08,STORE2,MED002,Cardiac,14.6
2025-01-09,STORE2,MED002,Cardiac,14.6
2025-01-10,STORE2,MED002,Cardiac,14.6
2025-01-11,STORE2,MED002,Cardiac,11.1
2025-01-12,STORE2,MED002,Cardiac,11.1
2025-01-13,STORE2,MED002,Cardiac,14.6
2025-01-14,STORE2,MED002,Cardiac,14.6
2025-01-15,STORE2,MED002,Cardiac,14.6
2025-01-16,STORE2,MED002,Cardiac,14.6
2025-01-17,STORE2,MED002,Cardiac,14.6
2025-01-18,STORE2,MED002,Cardiac,11.1
2025-01-19,STORE2,MED002,Cardiac,11.1
2025-01-20,STORE2,MED002,Cardiac,14.6
2025-01-21,STORE2,MED002,Cardiac,14.6
2025-01-22,STORE2,MED002,Cardiac,14.6
2025-01-23,STORE2,MED002,Cardiac,14.6
2025-01-24,STORE2,MED002,Cardiac,14.6
2025-01-25,STORE2,MED002,Cardiac,11.1
2025-01-26,STORE2,MED002,Cardiac,11.1
2025-01-27,STORE2,MED002,Cardiac,14.6
2025-01-28,STORE2,MED002,Cardiac,14.6
2025-01-29,STORE2,MED002,Cardiac,14.6
2025-01-30,STORE2,MED002,Cardiac,14.6
2025-01-01,STORE2,MED003,Vitamins,23.0
2025-01-02,STORE2,MED003,Vitamins,22.6
2025-01-03,STORE2,MED003,Vitamins,22.3
2025-01-04,STORE2,MED003,Vitamins,17.1
2025-01-05,STORE2,MED003,Vitamins,17.5
2025-01-06,STORE2,MED003,Vitamins,22.4
2025-01-07,STORE2,MED003,Vitamins,23.0
2025-01-08,STORE2,MED003,Vitamins,22.9
2025-01-09,STORE2,MED003,Vitamins,22.9
2025-01-10,STORE2,MED003,Vitamins,22.9
2025-01-11,STORE2,MED003,Vitamins,17.8
2025-01-12,STORE2,MED003,Vitamins,17.4
2025-01-13,STORE2,MED003,Vitamins,22.9
2025-01-14,STORE2,MED003,Vitamins,23.0
2025-01-15,STORE2,MED003,Vitamins,22.9
2025-01-16,STORE2,MED003,Vitamins,22.9
2025-01-17,STORE2,MED003,Vitamins,22.7
2025-01-18,STORE2,MED003,Vitamins,17.5
2025-01-19,STORE2,MED003,Vitamins,17.5
2025-01-20,STORE2,MED003,Vitamins,22.8
2025-01-21,STORE2,MED003,Vitamins,23.0
2025-01-22,STORE2,MED003,Vitamins,22.9
2025-01-23,STORE2,MED003,Vitamins,22.9
2025-01-24,STORE2,MED003,Vitamins,22.7
2025-01-25,STORE2,MED003,Vitamins,17.5
2025-01-26,STORE2,MED003,Vitamins,17.5
2025-01-27,STORE2,MED003,Vitamins,22.8
2025-01-28,STORE2,MED003,Vitamins,23.0
2025-01-29,STORE2,MED003,Vitamins,22.9
2025-01-30,STORE2,MED003,Vitamins,22.9
2025-01-01,STORE2,MED004,Cardiac,14.4
2025-01-02,STORE2,MED004,Cardiac,14.6
2025-01-03,STORE2,MED004,Cardiac,14.6
2025-01-04,STORE2,MED004,Cardiac,11.1
2025-01-05,STORE2,MED004,Cardiac,11.1
2025-01-06,STORE2,MED004,Cardiac,14.6
2025-01-07,STORE2,MED004,Cardiac,14.5
2025-01-08,STORE2,MED004,Cardiac,14.6
2025-01-09,STORE2,MED004,Cardiac,14.6
2025-01-10,STORE2,MED004,Cardiac,14.6
2025-01-11,STORE2,MED004,Cardiac,11.1
2025-01-12,STORE2,MED004,Cardiac,11.1
2025-01-13,STORE2,MED004,Cardiac,14.6
2025-01-14,STORE2,MED004,Cardiac,14.6
2025-01-15,STORE2,MED004,Cardiac,14.6
2025-01-16,STORE2,MED004,Cardiac,14.6
2025-01-17,STORE2,MED004,Cardiac,14.6
2025-01-18,STORE2,MED004,Cardiac,11.1
2025-01-19,STORE2,MED004,Cardiac,11.1
2025-01-20,STORE2,MED004,Cardiac,14.6
2025-01-21,STORE2,MED004,Cardiac,14.6
2025-01-22,STORE2,MED004,Cardiac,14.6
2025-01-23,STORE2,MED004,Cardiac,14.6
2025-01-24,STORE2,MED004,Cardiac,14.6
2025-01-25,STORE2,MED004,Cardiac,11.1
2025-01-26,STORE2,MED004,Cardiac,11.1
2025-01-27,STORE2,MED004,Cardiac,14.6
2025-01-28,STORE2,MED004,Cardiac,14.6
2025-01-29,STORE2,MED004,Cardiac,14.6
2025-01-30,STORE2,MED004,Cardiac,14.6
2025-01-01,STORE2,MED005,Cardiac,14.4
2025-01-02,STORE2,MED005,Cardiac,14.7
2025-01-03,STORE2,MED005,Cardiac,14.5
2025-01-04,STORE2,MED005,Cardiac,10.9
2025-01-05,STORE2,MED005,Cardiac,11.1
2025-01-06,STORE2,MED005,Cardiac,14.6
2025-01-07,STORE2,MED005,Cardiac,14.5
2025-01-08,STORE2,MED005,Cardiac,14.6
2025-01-09,STORE2,MED005,Cardiac,14.6
2025-01-10,STORE2,MED005,Cardiac,14.6
2025-01-11,STORE2,MED005,Cardiac,11.0
2025-01-12,STORE2,MED005,Cardiac,11.0
2025-01-13,STORE2,MED005,Cardiac,14.7
2025-01-14,STORE2,MED005,Cardiac,14.6
2025-01-15,STORE2,MED005,Cardiac,14.6
2025-01-16,STORE2,MED005,Cardiac,14.6
2025-01-17,STORE2,MED005,Cardiac,14.6
2025-01-18,STORE2,MED005,Cardiac,11.0
2025-01-19,STORE2,MED005,Cardiac,11.0
2025-01-20,STORE2,MED005,Cardiac,14.7
2025-01-21,STORE2,MED005,Cardiac,14.6
2025-01-22,STORE2,MED005,Cardiac,14.6
2025-01-23,STORE2,MED005,Cardiac,14.6
2025-01-24,STORE2,MED005,Cardiac,14.6
2025-01-25,STORE2,MED005,Cardiac,11.0
2025-01-26,STORE2,MED005,Cardiac,11.0
2025-01-27,STORE2,MED005,Cardiac,14.7
2025-01-28,STORE2,MED005,Cardiac,14.6
2025-01-29,STORE2,MED005,Cardiac,14.6
2025-01-30,STORE2,MED005,Cardiac,14.6
2025-01-01,STORE2,MED006,Painkillers,14.6
2025-01-02,STORE2,MED006,Painkillers,14.5
2025-01-03,STORE2,MED006,Painkillers,14.6
2025-01-04,STORE2,MED006,Painkillers,11.0
2025-01-05,STORE2,MED006,Painkillers,11.1
2025-01-06,STORE2,MED006,Painkillers,14.5
2025-01-07,STORE2,MED006,Painkillers,14.5
2025-01-08,STORE2,MED006,Painkillers,14.6
2025-01-09,STORE2,MED006,Painkillers,14.5
2025-01-10,STORE2,MED006,Painkillers,14.6
2025-01-11,STORE2,MED006,Painkillers,11.1
2025-01-12,STORE2,MED006,Painkillers,11.0
2025-01-13,STORE2,MED006,Painkillers,14.6
2025-01-14,STORE2,MED006,Painkillers,14.6
2025-01-15,STORE2,MED006,Painkillers,14.6
2025-01-16,STORE2,MED006,Painkillers,14.5
2025-01-17,STORE2,MED006,Painkillers,14.6
2025-01-18,STORE2,MED006,Painkillers,11.1
2025-01-19,STORE2,MED006,Painkillers,11.0
2025-01-20,STORE2,MED006,Painkillers,14.6
2025-01-21,STORE2,MED006,Painkillers,14.6
2025-01-22,STORE2,MED006,Painkillers,14.6
2025-01-23,STORE2,MED006,Painkillers,14.5
2025-01-24,STORE2,MED006,Painkillers,14.6
2025-01-25,STORE2,MED006,Painkillers,11.1
2025-01-26,STORE2,MED006,Painkillers,11.0
2025-01-27,STORE2,MED006,Painkillers,14.6
2025-01-28,STORE2,MED006,Painkillers,14.6
2025-01-29,STORE2,MED006,Painkillers,14.6
2025-01-30,STORE2,MED006,Painkillers,14.5
2025-01-01,STORE2,MED007,Vitamins,22.0
2025-01-02,STORE2,MED007,Vitamins,22.9
2025-01-03,STORE2,MED007,Vitamins,24.2
2025-01-04,STORE2,MED007,Vitamins,17.4
2025-01-05,STORE2,MED007,Vitamins,16.6
2025-01-06,STORE2,MED007,Vitamins,22.6
2025-01-07,STORE2,MED007,Vitamins,23.5
2025-01-08,STORE2,MED007,Vitamins,22.7
2025-01-09,STORE2,MED007,Vitamins,22.8
2025-01-10,STORE2,MED007,Vitamins,22.6
2025-01-11,STORE2,MED007,Vitamins,17.6
2025-01-12,STORE2,MED007,Vitamins,17.0
2025-01-13,STORE2,MED007,Vitamins,22.9
2025-01-14,STORE2,MED007,Vitamins,23.1
2025-01-15,STORE2,MED007,Vitamins,22.8
2025-01-16,STORE2,MED007,Vitamins,22.8
2025-01-17,STORE2,MED007,Vitamins,22.6
2025-01-18,STORE2,MED007,Vitamins,17.0
2025-01-19,STORE2,MED007,Vitamins,17.0
2025-01-20,STORE2,MED007,Vitamins,22.8
2025-01-21,STORE2,MED007,Vitamins,23.1
2025-01-22,STORE2,MED007,Vitamins,22.8
2025-01-23,STORE2,MED007,Vitamins,22.8
2025-01-24,STORE2,MED007,Vitamins,22.6
2025-01-25,STORE2,MED007,Vitamins,17.7
2025-01-26,STORE2,MED007,Vitamins,16.5
2025-01-27,STORE2,MED007,Vitamins,23.2
2025-01-28,STORE2,MED007,Vitamins,23.2
2025-01-29,STORE2,MED007,Vitamins,22.8
2025-01-30,STORE2,MED007,Vitamins,22.8
2025-01-01,STORE2,MED008,Vitamins,22.7
2025-01-02,STORE2,MED008,Vitamins,22.6
2025-01-03,STORE2,MED008,Vitamins,22.3
2025-01-04,STORE2,MED008,Vitamins,18.2
2025-01-05,STORE2,MED008,Vitamins,17.8
2025-01-06,STORE2,MED008,Vitamins,22.7
2025-01-07,STORE2,MED008,Vitamins,23.1
2025-01-08,STORE2,MED008,Vitamins,22.9
2025-01-09,STORE2,MED008,Vitamins,22.9
2025-01-10,STORE2,MED008,Vitamins,23.0
2025-01-11,STORE2,MED008,Vitamins,17.0
2025-01-12,STORE2,MED008,Vitamins,16.9
2025-01-13,STORE2,MED008,Vitamins,22.8
2025-01-14,STORE2,MED008,Vitamins,23.1
2025-01-15,STORE2,MED008,Vitamins,22.9
2025-01-16,STORE2,MED008,Vitamins,22.9
2025-01-17,STORE2,MED008,Vitamins,22.7
2025-01-18,STORE2,MED008,Vitamins,17.8
2025-01-19,STORE2,MED008,Vitamins,16.8
2025-01-20,STORE2,MED008,Vitamins,22.8
2025-01-21,STORE2,MED008,Vitamins,23.1
2025-01-22,STORE2,MED008,Vitamins,22.9
2025-01-23,STORE2,MED008,Vitamins,22.9
2025-01-24,STORE2,MED008,Vitamins,22.7
2025-01-25,STORE2,MED008,Vitamins,17.2
2025-01-26,STORE2,MED008,Vitamins,17.3
2025-01-27,STORE2,MED008,Vitamins,22.8
2025-01-28,STORE2,MED008,Vitamins,23.1
2025-01-29,STORE2,MED008,Vitamins,22.9
2025-01-30,STORE2,MED008,Vitamins,22.9
2025-01-01,STORE2,MED009,Vitamins,23.7
2025-01-02,STORE2,MED009,Vitamins,22.5
2025-01-03,STORE2,MED009,Vitamins,23.0
2025-01-04,STORE2,MED009,Vitamins,17.5
2025-01-05,STORE2,MED009,Vitamins,17.4
2025-01-06,STORE2,MED009,Vitamins,22.8
2025-01-07,STORE2,MED009,Vitamins,23.1
2025-01-08,STORE2,MED009,Vitamins,22.9
2025-01-09,STORE2,MED009,Vitamins,23.1
2025-01-10,STORE2,MED009,Vitamins,22.7
2025-01-11,STORE2,MED009,Vitamins,17.7
2025-01-12,STORE2,MED009,Vitamins,17.2
2025-01-13,STORE2,MED009,Vitamins,22.8
2025-01-14,STORE2,MED009,Vitamins,23.1
2025-01-15,STORE2,MED009,Vitamins,22.9
2025-01-16,STORE2,MED009,Vitamins,22.9
2025-01-17,STORE2,MED009,Vitamins,22.7
2025-01-18,STORE2,MED009,Vitamins,17.5
2025-01-19,STORE2,MED009,Vitamins,17.4
2025-01-20,STORE2,MED009,Vitamins,22.8
2025-01-21,STORE2,MED009,Vitamins,23.1
2025-01-22,STORE2,MED009,Vitamins,22.9
2025-01-23,STORE2,MED009,Vitamins,22.9
2025-01-24,STORE2,MED009,Vitamins,22.7
2025-01-25,STORE2,MED009,Vitamins,17.5
2025-01-26,STORE2,MED009,Vitamins,17.4
2025-01-27,STORE2,MED009,Vitamins,22.8
2025-01-28,STORE2,MED009,Vitamins,23.1
2025-01-29,STORE2,MED009,Vitamins,22.9
2025-01-30,STORE2,MED009,Vitamins,22.9
2025-01-01,STORE2,MED010,Cardiac,14.6
2025-01-02,STORE2,MED010,Cardiac,14.6
2025-01-03,STORE2,MED010,Cardiac,14.6
2025-01-04,STORE2,MED010,Cardiac,11.1
2025-01-05,STORE2,MED010,Cardiac,11.2
2025-01-06,STORE2,MED010,Cardiac,14.7
2025-01-07,STORE2,MED010,Cardiac,14.6
2025-01-08,STORE2,MED010,Cardiac,14.6
2025-01-09,STORE2,MED010,Cardiac,14.6
2025-01-10,STORE2,MED010,Cardiac,14.6
2025-01-11,STORE2,MED010,Cardiac,11.1
2025-01-12,STORE2,MED010,Cardiac,11.2
2025-01-13,STORE2,MED010,Cardiac,14.7
2025-01-14,STORE2,MED010,Cardiac,14.6
2025-01-15,STORE2,MED010,Cardiac,14.6
2025-01-16,STORE2,MED010,Cardiac,14.6
2025-01-17,STORE2,MED010,Cardiac,14.6
2025-01-18,STORE2,MED010,Cardiac,11.1
2025-01-19,STORE2,MED010,Cardiac,11.2
2025-01-20,STORE2,MED010,Cardiac,14.7
2025-01-21,STORE2,MED010,Cardiac,14.6
2025-01-22,STORE2,MED010,Cardiac,14.6
2025-01-23,STORE2,MED010,Cardiac,14.6
2025-01-24,STORE2,MED010,Cardiac,14.6
2025-01-25,STORE2,MED010,Cardiac,11.1
2025-01-26,STORE2,MED010,Cardiac,11.2
2025-01-27,STORE2,MED010,Cardiac,14.7
2025-01-28,STORE2,MED010,Cardiac,14.6
2025-01-29,STORE2,MED010,Cardiac,14.6
2025-01-30,STORE2,MED010,Cardiac,14.6
2025-01-01,STORE2,MED011,Diabetes,14.4
2025-01-02,STORE2,MED011,Diabetes,14.4
2025-01-03,STORE2,MED011,Diabetes,14.4
2025-01-04,STORE2,MED011,Diabetes,11.0
2025-01-05,STORE2,MED011,Diabetes,11.0
2025-01-06,STORE2,MED011,Diabetes,14.6
2025-01-07,STORE2,MED011,Diabetes,14.6
2025-01-08,STORE2,MED011,Diabetes,14.5
2025-01-09,STORE2,MED011,Diabetes,14.5
2025-01-10,STORE2,MED011,Diabetes,14.5
2025-01-11,STORE2,MED011,Diabetes,11.2
2025-01-12,STORE2,MED011,Diabetes,11.1
2025-01-13,STORE2,MED011,Diabetes,14.5
2025-01-14,STORE2,MED011,Diabetes,14.5
2025-01-15,STORE2,MED011,Diabetes,14.5
2025-01-16,STORE2,MED011,Diabetes,14.5
2025-01-17,STORE2,MED011,Diabetes,14.5
2025-01-18,STORE2,MED011,Diabetes,11.1
2025-01-19,STORE2,MED011,Diabetes,11.1
2025-01-20,STORE2,MED011,Diabetes,14.5
2025-01-21,STORE2,MED011,Diabetes,14.5
2025-01-22,STORE2,MED011,Diabetes,14.5
2025-01-23,STORE2,MED011,Diabetes,14.5
2025-01-24,STORE2,MED011,Diabetes,14.5
2025-01-25,STORE2,MED011,Diabetes,11.1
2025-01-26,STORE2,MED011,Diabetes,11.1
2025-01-27,STORE2,MED011,Diabetes,14.5
2025-01-28,STORE2,MED011,Diabetes,14.5
2025-01-29,STORE2,MED011,Diabetes,14.5
2025-01-30,STORE2,MED011,Diabetes,14.5
2025-01-01,STORE2,MED012,Vitamins,22.9
2025-01-02,STORE2,MED012,Vitamins,22.8
2025-01-03,STORE2,MED012,Vitamins,22.7
2025-01-04,STORE2,MED012,Vitamins,17.4
2025-01-05,STORE2,MED012,Vitamins,17.6
2025-01-06,STORE2,MED012,Vitamins,22.6
2025-01-07,STORE2,MED012,Vitamins,22.9
2025-01-08,STORE2,MED012,Vitamins,22.8
2025-01-09,STORE2,MED012,Vitamins,22.7
2025-01-10,STORE2,MED012,Vitamins,22.5
2025-01-11,STORE2,MED012,Vitamins,17.1
2025-01-12,STORE2,MED012,Vitamins,17.1
2025-01-13,STORE2,MED012,Vitamins,22.6
2025-01-14,STORE2,MED012,Vitamins,23.0
2025-01-15,STORE2,MED012,Vitamins,22.7
2025-01-16,STORE2,MED012,Vitamins,22.7
2025-01-17,STORE2,MED012,Vitamins,22.5
2025-01-18,STORE2,MED012,Vitamins,17.7
2025-01-19,STORE2,MED012,Vitamins,17.0
2025-01-20,STORE2,MED012,Vitamins,22.6
2025-01-21,STORE2,MED012,Vitamins,23.0
2025-01-22,STORE2,MED012,Vitamins,22.7
2025-01-23,STORE2,MED012,Vitamins,22.7
2025-01-24,STORE2,MED012,Vitamins,22.5
2025-01-25,STORE2,MED012,Vitamins,17.4
2025-01-26,STORE2,MED012,Vitamins,17.1
2025-01-27,STORE2,MED012,Vitamins,22.6
2025-01-28,STORE2,MED012,Vitamins,23.0
2025-01-29,STORE2,MED012,Vitamins,22.7
2025-01-30,STORE2,MED012,Vitamins,22.7
2025-01-01,STORE2,MED013,Antacids,14.5
2025-01-02,STORE2,MED013,Antacids,14.6
2025-01-03,STORE2,MED013,Antacids,14.6
2025-01-04,STORE2,MED013,Antacids,11.0
2025-01-05,STORE2,MED013,Antacids,11.2
2025-01-06,STORE2,MED013,Antacids,14.7
2025-01-07,STORE2,MED013,Antacids,14.6
2025-01-08,STORE2,MED013,Antacids,14.6
2025-01-09,STORE2,MED013,Antacids,14.6
2025-01-10,STORE2,MED013,Antacids,14.6
2025-01-11,STORE2,MED013,Antacids,11.2
2025-01-12,STORE2,MED013,Antacids,11.2
2025-01-13,STORE2,MED013,Antacids,14.7
2025-01-14,STORE2,MED013,Antacids,14.6
2025-01-15,STORE2,MED013,Antacids,14.6
2025-01-16,STORE2,MED013,Antacids,14.6
2025-01-17,STORE2,MED013,Antacids,14.6
2025-01-18,STORE2,MED013,Antacids,11.2
2025-01-19,STORE2,MED013,Antacids,11.2
2025-01-20,STORE2,MED013,Antacids,14.7
2025-01-21,STORE2,MED013,Antacids,14.6
2025-01-22,STORE2,MED013,Antacids,14.6
2025-01-23,STORE2,MED013,Antacids,14.6
2025-01-24,STORE2,MED013,Antacids,14.6
2025-01-25,STORE2,MED013,Antacids,11.2
2025-01-26,STORE2,MED013,Antacids,11.2
2025-01-27,STORE2,MED013,Antacids,14.7
2025-01-28,STORE2,MED013,Antacids,14.6
2025-01-29,STORE2,MED013,Antacids,14.6
2025-01-30,STORE2,MED013,Antacids,14.6
2025-01-01,STORE2,MED014,Cardiac,14.4
2025-01-02,STORE2,MED014,Cardiac,14.4
2025-01-03,STORE2,MED014,Cardiac,14.5
2025-01-04,STORE2,MED014,Cardiac,11.1
2025-01-05,STORE2,MED014,Cardiac,11.2
2025-01-06,STORE2,MED014,Cardiac,14.5
2025-01-07,STORE2,MED014,Cardiac,14.7
2025-01-08,STORE2,MED014,Cardiac,14.5
2025-01-09,STORE2,MED014,Cardiac,14.5
2025-01-10,STORE2,MED014,Cardiac,14.5
2025-01-11,STORE2,MED014,Cardiac,11.1
2025-01-12,STORE2,MED014,Cardiac,11.1
2025-01-13,STORE2,MED014,Cardiac,14.6
2025-01-14,STORE2,MED014,Cardiac,14.5
2025-01-15,STORE2,MED014,Cardiac,14.5
2025-01-16,STORE2,MED014,Cardiac,14.5
2025-01-17,STORE2,MED014,Cardiac,14.5
2025-01-18,STORE2,MED014,Cardiac,11.1
2025-01-19,STORE2,MED014,Cardiac,11.1
2025-01-20,STORE2,MED014,Cardiac,14.6
2025-01-21,STORE2,MED014,Cardiac,14.5
2025-01-22,STORE2,MED014,Cardiac,14.5
2025-01-23,STORE2,MED014,Cardiac,14.5
2025-01-24,STORE2,MED014,Cardiac,14.5
2025-01-25,STORE2,MED014,Cardiac,11.1
2025-01-26,STORE2,MED014,Cardiac,11.1
2025-01-27,STORE2,MED014,Cardiac,14.6
2025-01-28,STORE2,MED014,Cardiac,14.5
2025-01-29,STORE2,MED014,Cardiac,14.5
2025-01-30,STORE2,MED014,Cardiac,14.5
2025-01-01,STORE2,MED015,Painkillers,14.6
2025-01-02,STORE2,MED015,Painkillers,14.7
2025-01-03,STORE2,MED015,Painkillers,14.7
2025-01-04,STORE2,MED015,Painkillers,11.4
2025-01-05,STORE2,MED015,Painkillers,11.4
2025-01-06,STORE2,MED015,Painkillers,14.8
2025-01-07,STORE2,MED015,Painkillers,14.8
2025-01-08,STORE2,MED015,Painkillers,14.7
2025-01-09,STORE2,MED015,Painkillers,14.8
2025-01-10,STORE2,MED015,Painkillers,14.7
2025-01-11,STORE2,MED015,Painkillers,11.1
2025-01-12,STORE2,MED015,Painkillers,11.4
2025-01-13,STORE2,MED015,Painkillers,14.7
2025-01-14,STORE2,MED015,Painkillers,14.7
2025-01-15,STORE2,MED015,Painkillers,14.7
2025-01-16,STORE2,MED015,Painkillers,14.8
2025-01-17,STORE2,MED015,Painkillers,14.7
2025-01-18,STORE2,MED015,Painkillers,11.1
2025-01-19,STORE2,MED015,Painkillers,11.4
2025-01-20,STORE2,MED015,Painkillers,14.7
2025-01-21,STORE2,MED015,Painkillers,14.7
2025-01-22,STORE2,MED015,Painkillers,14.7
2025-01-23,STORE2,MED015,Painkillers,14.8
2025-01-24,STORE2,MED015,Painkillers,14.7
2025-01-25,STORE2,MED015,Painkillers,11.1
2025-01-26,STORE2,MED015,Painkillers,11.4
2025-01-27,STORE2,MED015,Painkillers,14.7
2025-01-28,STORE2,MED015,Painkillers,14.7
2025-01-29,STORE2,MED015,Painkillers,14.7
2025-01-30,STORE2,MED015,Painkillers,14.8
2025-01-01,STORE2,MED016,Diabetes,14.7
2025-01-02,STORE2,MED016,Diabetes,14.4
2025-01-03,STORE2,MED016,Diabetes,14.5
2025-01-04,STORE2,MED016,Diabetes,11.1
2025-01-05,STORE2,MED016,Diabetes,11.2
2025-01-06,STORE2,MED016,Diabetes,14.5
2025-01-07,STORE2,MED016,Diabetes,14.4
2025-01-08,STORE2,MED016,Diabetes,14.5
2025-01-09,STORE2,MED016,Diabetes,14.5
2025-01-10,STORE2,MED016,Diabetes,14.5
2025-01-11,STORE2,MED016,Diabetes,11.2
2025-01-12,STORE2,MED016,Diabetes,11.1
2025-01-13,STORE2,MED016,Diabetes,14.5
2025-01-14,STORE2,MED016,Diabetes,14.5
2025-01-15,STORE2,MED016,Diabetes,14.5
2025-01-16,STORE2,MED016,Diabetes,14.5
2025-01-17,STORE2,MED016,Diabetes,14.5
2025-01-18,STORE2,MED016,Diabetes,11.2
2025-01-19,STORE2,MED016,Diabetes,11.1
2025-01-20,STORE2,MED016,Diabetes,14.5
2025-01-21,STORE2,MED016,Diabetes,14.5
2025-01-22,STORE2,MED016,Diabetes,14.5
2025-01-23,STORE2,MED016,Diabetes,14.5
2025-01-24,STORE2,MED016,Diabetes,14.5
2025-01-25,STORE2,MED016,Diabetes,11.2
2025-01-26,STORE2,MED016,Diabetes,11.1
2025-01-27,STORE2,MED016,Diabetes,14.5
2025-01-28,STORE2,MED016,Diabetes,14.5
